Entry_Date,Exit_Date,Entry_Price,Exit_Price,Entry_Volume,Exit_Volume,PnL_Points,PnL_Pct
2025-05-23,2025-06-02,24853.150390625,24614.05078125,270500.0,311100.0,-239.1,-0.96
2025-06-05,2025-06-13,24750.900390625,24818.036969866072,388400.0,318700.0,67.14,0.27
2025-06-16,2025-06-19,24946.5,24793.25,305800.0,274600.0,-153.25,-0.61
2025-06-20,2025-07-11,25112.400390625,25332.64037388393,574700.0,250000.0,220.24,0.88
2025-07-15,2025-07-16,25195.80078125,25212.05078125,241300.0,228800.0,16.25,0.06
2025-07-23,2025-07-24,25219.900390625,25085.5,271500.0,338700.0,-134.4,-0.53
2025-07-30,2025-07-31,24855.05078125,24771.94921875,243900.0,346300.0,-83.1,-0.33
2025-08-18,2025-08-26,24876.94921875,24852.849609375,363100.0,750500.0,-24.1,-0.1
2025-09-01,2025-09-02,24625.05078125,24579.599609375,229300.0,271600.0,-45.45,-0.18
2025-09-10,2025-09-22,24973.099609375,25168.650697544643,244100.0,254500.0,195.55,0.78
2025-10-01,2025-10-03,24836.30078125,24894.25,308900.0,365900.0,57.95,0.23
2025-10-06,2025-10-24,25077.650390625,25745.112779017858,268800.0,284900.0,667.46,2.66
2025-10-27,2025-10-28,25966.05078125,25827.0,266300.0,395200.0,-139.05,-0.54
2025-10-29,2025-10-30,26053.900390625,25960.30078125,321900.0,257400.0,-93.6,-0.36
2025-11-10,2025-11-11,25574.349609375,25503.5,243600.0,297700.0,-70.85,-0.28
2025-11-12,2025-11-14,25875.80078125,25781.150390625,312600.0,518900.0,-94.65,-0.37
2025-11-17,2025-11-18,26013.44921875,25906.349609375,281800.0,280000.0,-107.1,-0.41
2025-11-19,2025-11-25,26052.650390625,25902.130440848214,250100.0,260500.0,-150.52,-0.58
2025-11-26,2025-12-03,26205.30078125,25987.297823660716,275300.0,265700.0,-218.0,-0.83
2025-12-05,2025-12-08,26186.44921875,25985.349609375,249300.0,320700.0,-201.1,-0.77
2025-12-12,2025-12-15,26046.94921875,25938.44921875,216300.0,181600.0,-108.5,-0.42
2025-12-19,2025-12-29,25966.400390625,25921.844112723214,382900.0,234300.0,-44.56,-0.17
